Table 1
Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
535,Cho So-hyun,MF,kr Korea Republic,34,1988,3,3,246,2.7,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,2,11,7,0.37,0,0.37,0.37,0.37,0.26,0.02,0.27,0.26,0.27,Matches
536,Ji So-yun,MF,kr Korea Republic,32,1991,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,6,22,9,0,0,0,0,0,0.06,0.14,0.2,0.06,0.2,Matches
537,Havana Solaun,FW,jm Jamaica,30,1993,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Daniela Solera,GK,cr Costa Rica,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Emily Sonnett,MF,us USA,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,6,3,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
540,Coumba Sow,MF,ch Switzerland,28,1994,4,4,315,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,7,12,18,0,0,0,0,0,0.19,0.06,0.25,0.19,0.25,Matches
541,Drew Spence,MF,jm Jamaica,30,1992,4,4,360,4,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.8,4,29,6,0,0,0,0,0,0.13,0.06,0.2,0.13,0.2,Matches
542,Rebecca Spencer,GK,jm Jamaica,32,1991,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Sherida Spitse,DF,nl Netherlands,33,1990,5,5,426,4.7,0,1,1,0,0,0,0,0,0,0,1.2,1.2,4,32,3,0,0.21,0.21,0,0.21,0.01,0.25,0.26,0.01,0.26,Matches
544,Eliana Stábile,DF,ar Argentina,29,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,7,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
545,Georgia Stanway,MF,eng England,24,1999,7,7,615,6.8,1,0,1,0,1,1,1,0,1.3,0.5,1.2,1.7,4,37,30,0.15,0,0.15,0,0,0.2,0.18,0.38,0.07,0.25,Matches
546,Malia Steinmetz,MF,nz New Zealand,24,1999,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,12,4,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
547,Julia Stierli,DF,ch Switzerland,26,1997,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,12,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
548,Rebekah Stott,DF,nz New Zealand,29,1993,3,3,220,2.4,0,0,0,0,0,0,0,0,0,0,0.2,0.2,5,8,1,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches
549,Ngân Thị Vạn Sự,MF,vn Vietnam,22,2001,2,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,3,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
550,Hina Sugita,"DF,MF",jp Japan,26,1997,3,2,141,1.6,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4,6,7,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
551,Andi Sullivan,MF,us USA,27,1995,4,4,390,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0,15,5,0,0,0,0,0,0.04,0.1,0.14,0.04,0.14,Matches
552,Chelsea Surpris,DF,ht Haiti,26,1996,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,Matches
553,Allyson Swaby,DF,jm Jamaica,26,1996,4,4,360,4,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,2,0,0.25,0,0.25,0.25,0.25,0.03,0,0.03,0.03,0.03,Matches
554,Chantelle Swaby,DF,jm Jamaica,24,1998,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
555,Kaylin Swart,GK,za South Africa,28,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
556,Ingrid Syrstad Engen,MF,no Norway,25,1998,4,2,206,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,11,3,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
557,Karina Sævik,"FW,MF",no Norway,27,1996,3,0,69,0.8,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,4,3,5,0,0,0,0,0,0.51,0.09,0.6,0.51,0.6,Matches
558,Anja Sønstevold,DF,no Norway,30,1992,3,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,4,0,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
559,Nicoline Sørensen,"FW,MF",dk Denmark,25,1997,3,2,148,1.6,0,0,0,0,0,0,0,0,0,0,0.3,0.3,6,5,21,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
560,Fatima Tagnaout,MF,ma Morocco,24,1999,4,4,322,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,6,11,28,0,0,0,0,0,0.02,0.2,0.22,0.02,0.22,Matches
561,Hana Takahashi,DF,jp Japan,23,2000,3,3,269,3,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,Matches
562,Tamires,DF,br Brazil,35,1987,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,6,20,30,0,0,0,0,0,0.08,0.14,0.22,0.08,0.22,Matches
563,Mina Tanaka,FW,jp Japan,29,1994,5,4,268,3,2,3,5,2,0,0,0,0,1.7,1.7,1.6,3.3,5,10,19,0.67,1.01,1.68,0.67,1.68,0.56,0.54,1.1,0.56,1.1,Matches
564,Riley Tanner,"FW,MF",pa Panama,23,1999,3,2,208,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,6,3,7,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,Matches
565,Martha Tembo,DF,zm Zambia,25,1998,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,Matches
566,Meriame Terchoun,"FW,MF",ch Switzerland,27,1995,4,0,50,0.6,0,0,0,0,0,0,0,0,0.8,0.8,0,0.8,0,2,6,0,0,0,0,0,1.38,0,1.38,1.38,1.38,Matches
567,Gaëlle Thalmann,GK,ch Switzerland,37,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
568,Trần Thị Kim Thanh,GK,vn Vietnam,29,1993,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Trần Thị Thu Thảo,DF,vn Vietnam,30,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
570,Kerly Théus,GK,ht Haiti,24,1999,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Khổng Thị Hằng,GK,vn Vietnam,29,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Chương Thị Kiều,DF,vn Vietnam,27,1995,3,0,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Hoàng Thị Loan,DF,vn Vietnam,28,1995,3,3,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Matches
574,Thái Thị Thảo,MF,vn Vietnam,28,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
575,Trần Thị Thu,DF,vn Vietnam,31,1991,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
576,Dương Thị Vân,MF,vn Vietnam,28,1994,3,2,155,1.7,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,Matches
577,Alyssa Thompson,FW,us USA,18,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,Matches
578,Janni Thomsen,"DF,FW",dk Denmark,23,2000,4,4,354,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,8,15,0,0,0,0,0,0.02,0.13,0.15,0.02,0.15,Matches
579,Lương Thị Thu Thương,DF,vn Vietnam,23,2000,3,3,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
580,Nguyễn Thị Bích Thùy,MF,vn Vietnam,29,1994,3,3,182,2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,2,6,0,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches
581,Frederikke Thøgersen,FW,dk Denmark,27,1995,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
582,Sandie Toletti,MF,fr France,27,1995,4,4,306,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,22,3,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,Matches
583,Ella Toone,MF,eng England,23,1999,6,5,440,4.9,1,0,1,1,0,0,0,0,0.2,0.2,0.3,0.5,2,16,16,0.2,0,0.2,0.2,0.2,0.04,0.06,0.1,0.04,0.1,Matches
584,Aïssatou Tounkara,DF,fr France,28,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
585,Sanne Troelsgaard Nielsen,MF,dk Denmark,34,1988,3,0,23,0.3,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,2,2,3,3.91,0,3.91,3.91,3.91,0.35,0,0.35,0.35,0.35,Matches
586,Christy Ucheibe,MF,ng Nigeria,22,2000,4,4,390,4.3,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0,7,4,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
587,Riko Ueki,FW,jp Japan,23,1999,5,1,182,2,2,1,3,1,1,2,1,0,3.4,1.9,0.3,2.2,9,7,16,0.99,0.49,1.48,0.49,0.99,1.71,0.15,1.86,0.93,1.08,Matches
588,Catalina Usme,"FW,MF",co Colombia,33,1989,5,5,449,5,2,0,2,1,1,1,0,0,1.3,0.5,1,1.5,1,26,15,0.4,0,0.4,0.2,0.2,0.26,0.19,0.45,0.11,0.3,Matches
589,Emilie Valenciano,MF,cr Costa Rica,26,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
590,Kiki Van Zanten,MF,jm Jamaica,21,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
591,Manuela Vanegas,DF,co Colombia,22,2000,4,4,360,4,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.3,1,13,9,0.25,0,0.25,0.25,0.25,0.05,0.04,0.09,0.05,0.09,Matches
592,Amalie Vangsgaard,FW,dk Denmark,26,1996,4,2,197,2.2,1,0,1,1,0,0,0,0,0.6,0.6,0,0.6,2,3,18,0.46,0,0.46,0.46,0.46,0.27,0,0.27,0.27,0.27,Matches
593,Rosario Vargas,DF,pa Panama,20,2002,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
594,Katrine Veje,DF,dk Denmark,31,1991,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0.3,0.3,11,17,5,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
595,Evelyne Viens,FW,ca Canada,26,1997,3,1,99,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,1,7,0,0,0,0,0,0.17,0.1,0.27,0.17,0.27,Matches
596,Fabiola Villalobos,DF,cr Costa Rica,25,1998,3,3,270,3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,7,0,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11,Matches
597,Gloriana Villalobos,"MF,FW",cr Costa Rica,23,1999,3,2,188,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
598,Cortnee Vine,"MF,DF",au Australia,25,1998,7,2,249,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,8,5,17,0,0,0,0,0,0.13,0.05,0.17,0.13,0.17,Matches
599,Ana Vitória,MF,br Brazil,23,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Keira Walsh,MF,eng England,26,1997,6,6,516,5.7,0,0,0,0,0,0,0,0,0,0,0,0.1,2,36,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
601,Lia Wälti,MF,ch Switzerland,30,1993,4,4,344,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
602,Solai Washington,"MF,FW",jm Jamaica,17,2005,3,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,3,0,0,0,0,0,0.27,0.06,0.33,0.27,0.33,Matches
603,Yao Wei,"DF,MF",cn China PR,25,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,7,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
604,Hannah Wilkinson,FW,nz New Zealand,31,1992,3,3,256,2.8,1,0,1,1,0,0,1,0,1.6,1.6,0.1,1.7,2,2,22,0.35,0,0.35,0.35,0.35,0.57,0.02,0.59,0.57,0.59,Matches
605,Lynn Williams,FW,us USA,30,1993,2,1,138,1.5,0,0,0,0,0,0,0,0,1.1,1.1,0.5,1.7,5,4,17,0,0,0,0,0,0.94,0.44,1.38,0.94,1.38,Matches
606,Lynn Wilms,"DF,FW",nl Netherlands,22,2000,2,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches
607,Mary Wilombe,MF,zm Zambia,25,1997,2,0,71,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,0,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
608,Tiernny Wiltshire,DF,jm Jamaica,25,1998,4,3,267,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
609,Zhang Xin,"FW,MF",cn China PR,31,1992,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,3,3,2,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
610,Tameka Yallop,MF,au Australia,31,1991,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
611,Ayaka Yamashita,GK,jp Japan,27,1995,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Gu Yasha,"MF,FW",cn China PR,32,1990,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches
613,Yoon Young-geul,GK,kr Korea Republic,35,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
614,Lee Young-ju,MF,kr Korea Republic,31,1992,1,1,90,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,2,0,0,1,1,0,1,0,0.55,0.55,0,0.55,Matches
615,Zhu Yu,GK,cn China PR,25,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
616,Choe Yu-ri,"MF,FW",kr Korea Republic,28,1994,3,2,212,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,5,14,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2,Matches
617,Shelina Zadorsky,DF,ca Canada,30,1992,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
618,Katie Zelem,MF,eng England,27,1996,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
